,ID,SMILES,RI,Tg,TC,MW_ratio,Mass_ave,K_bond_min,K_bond_ave,K_ang_ave,Theta0_ave,K_dih_max,K_dih_ave,VE1_A,AATS0d,AATS0Z,BalabanJ,HybRatio,SaasC,ETA_dBeta,IC1,IC3,MIC1,Mor14,SMR_VSA5,VSA_EState4,VSA_EState8,VR3_A,nN,AATS2d,ATSC1d,ATSC3d,Xch-6d,SlogP_VSA1,SMILES,Monomer_length,Mass_max,nH,ATSC2Z,ATSC5Z,AATSC0Z,AATSC2Z,BCUTd-1h,BCUTZ-1h,nHBDon,MIC0,Kier3,Mor02,Mor19,SMR_VSA1,SMR_VSA3
41,PI46,*/C=C/CC*,1.537,-59.10031313,0.303711437,1,5.4092,232.52,351.351,50.65633333,113.2444444,6.65,1.295111111,2.341896018,2,12.5,2.339092315,0.5,0,-2,2.751629167,3.251629167,15.31981597,0.31256449,13.34455882,0,3.935,2.025159046,0,1.944444444,-0.444444444,-0.222222222,0,0,*/C=C/CC*,4.83,12.011,6,-24.5,22,6.25,-1.361111111,2.233763784,6.230493496,0,6.849661532,5.333333333,17.34695994,0.395633174,0,0
42,PI47,*/C=C\CC*,1.543,-46.50552282,0.266947942,1,5.4092,232.52,351.351,50.65633333,113.2444444,6.65,1.295111111,2.341896018,2,12.5,2.339092315,0.5,0,-2,2.751629167,3.251629167,15.31981597,0.59644187,13.34455882,0,3.935,2.025159046,0,1.944444444,-0.444444444,-0.222222222,0,0,*/C=C\CC*,4.85,12.011,6,-24.5,22,6.25,-1.361111111,2.233763784,6.230493496,0,6.849661532,5.333333333,16.92223196,0.129805564,0,0
43,PI48,*C=CCC*,1.538,-46.79194963,0.314780299,1,5.4092,232.52,351.351,50.65633333,113.2444444,6.65,1.295111111,2.341896018,2,12.5,2.339092315,0.5,0,-2,2.751629167,3.251629167,15.31981597,0.680980941,13.34455882,0,3.935,2.025159046,0,1.944444444,-0.444444444,-0.222222222,0,0,*C=CCC*,4.27,12.011,6,-24.5,22,6.25,-1.361111111,2.233763784,6.230493496,0,6.849661532,5.333333333,16.81923353,0.296366504,0,0
44,PI49,*C(C)C(C)*,1.469,-16.38529183,0.264498348,0.5,4.675666667,218.51,327.1116667,49.32625,110.0425,0.155555556,0.14962963,2.309401077,2.142857143,10.85714286,2.993497243,1,0,-3,1.664497779,2.128085279,10.09907643,0.579682504,26.68911765,0,4.828703704,1.934127559,0,2,0.489795918,-1.224489796,0,0,*C(C)C(C)*,2.63,12.011,8,-38.32653061,14.87755102,5.632653061,-1.596938776,3.111685951,6.173477919,0,6.66736214,3,22.6169047,0.74724166,0,0
45,PI51,*C(C(CC*)C)C,1.465,-10.72099626,0.254887827,0.666666667,4.675666667,232.52,328.12,49.08622222,109.6866667,0.29,0.126111111,2.591794958,2.1,11.4,3.170819357,1,0,-4,1.970950594,3.646439345,14.8178203,0.901806107,33.61285484,0,6.483611111,2.835490729,0,2.194444444,1.51,-3.85,0,0,*C(C(CC*)C)C,4.75,12.011,12,-21.04,37.16,5.64,-0.584444444,3.113422274,6.20248472,0,6.704524917,3.673469388,27.05464877,0.886260956,0,0
46,PI52,*C1C(CCC1)CC*,1.484,90.61442536,0.250907231,1,5.061736842,232.52,318.56,50.61390476,109.9835714,0.29,0.135416667,2.7551752,2.476190476,12.57142857,2.223848999,1,0,-5,1.867576946,3.725650756,13.47479224,0.938411591,39.02784531,0,1.673935185,3.366448838,0,2.69047619,1.428571429,-6.632653061,0.201184464,0,*C1C(CCC1)CC*,4.45,12.011,12,-31.85714286,0.653061224,5.959183673,-0.758503401,3.116910326,6.218871835,0,6.810697967,1.704142012,29.48832377,1.290736577,0,0
47,PI53,*C=CCCCCCCCC*,1.48,-45.45085506,0.343357529,1,4.937642857,232.52,336.4167857,49.23122222,110.8914815,6.65,0.49092827,3.230323372,2,12.6,2.727242813,0.8,0,-5,2.189898095,3.773557262,14.18604483,2.01438409,51.86948856,0,4.02610772,3.990116954,0,2.092592593,-0.444444444,-0.222222222,0,0,*C=CCCCCCCCC*,9.83,12.011,18,-71.76,-1.48,5.84,-1.328888889,2.236836419,6.234102391,0,6.791378323,11.11111111,38.97875505,1.643965878,0,0
48,PI54,*C(C*)CCCCCCCCCCCCCCCCCCCC,1.456,11.38573366,0.393169818,0.090909091,4.675666667,218.51,327.9236364,48.59768182,109.7309848,0.29,0.124494949,3.84827434,2,12.29411765,2.978272971,1,0,-12,1.338556753,2.523757208,9.808860397,4.12809573,142.2639069,0,4.025772035,6.83960606,0,2.128787879,0.542387543,-0.040657439,0,0,*C(C*)CCCCCCCCCCCCCCCCCCCC,2.65,12.011,44,-173.0899654,-1.771626298,5.595155709,-1.311287617,3.02573768,6.215616043,0,6.73600981,21,80.74964895,3.449591745,0,0
49,PI55,*/C=C/CCCCCCCCCC*,1.486,-48.32628377,0.336324709,1,4.891411765,232.52,334.9526471,49.10166667,110.6775758,6.65,0.422302405,3.474154688,2,12.61111111,2.784765531,0.833333333,0,-6,2.046631615,3.530493057,13.39971713,2.466905888,64.71113181,0,4.033759605,4.423665486,0,2.106060606,-0.444444444,-0.222222222,0,0,*/C=C/CCCCCCCCCC*,13.27,12.011,22,-88.12962963,-1.212962963,5.793209877,-1.335297419,2.2371563,6.234448483,0,6.783325456,13.09090909,45.96166837,1.418079837,0,0
50,PI56,*C(C*)CCCCCCCCCCCCCC,1.46,-10.81982036,0.365110117,0.125,4.675666667,218.51,327.85,48.6273125,109.7369792,0.29,0.125763889,3.567871744,2,12.16,2.944662701,1,0,-9,1.441741863,2.896022027,10.55168347,3.107163901,103.7389771,0,4.020549562,5.642150777,0,2.114583333,0.5376,-0.056,0,0,*C(C*)CCCCCCCCCCCCCC,2.75,12.011,32,-124.0144,-2.5088,5.6064,-1.291816667,3.025725863,6.208439772,0,6.733558648,15,61.02899592,2.775780723,0,0
51,PI57,*C=CCCCCCC*,1.494,-64.1484532,0.302191029,1,5.009090909,232.52,338.6795455,49.43480952,111.227619,6.65,0.600054645,2.965687107,2,12.58333333,2.647604849,0.75,0,-4,2.375814584,3.918295834,15.15813172,1.929477482,39.02784531,0,4.014212963,3.475855847,0,2.071428571,-0.444444444,-0.222222222,0,0,*C=CCCCCCC*,8.38,12.011,14,-55.54166667,-1.895833333,5.909722222,-1.322420635,2.23648539,6.233714158,0,6.802894788,9.142857143,25.81384715,0.971828567,0,0
52,PI58,*/C=C/CCC*,1.51,-77.70622536,0.289325665,1,5.239923077,232.52,345.99,50.12191667,112.3620833,6.65,0.980392157,2.513669746,2,12.53333333,2.447472888,0.6,0,-2.5,2.739572262,3.506890596,16.56557515,0.647085934,19.76538045,0,3.972222222,2.464699677,0,2,-0.444444444,-0.222222222,0,0,*/C=C/CCC*,5.63,12.011,8,-31.90666667,-12.45333333,6.115555556,-1.329444444,2.235270026,6.232291213,0,6.833205916,6,20.63226494,0.569299085,0,0
53,PI59,*C(C*)C(C)(C)C,1.447,77.68197124,0.210797175,0.333333333,4.675666667,218.51,327.4,49.65466667,109.7272222,0.155555556,0.12617284,2.582789585,2.3,11.4,3.623281004,1,0,-4,1.833206219,2.557717469,13.16337261,1.016498682,34.11577042,0.682291667,8.842222222,2.764428207,0,2.5,2.51,-4.95,0,0,*C(C*)C(C)(C)C,2.66,12.011,12,28.96,65.52,5.64,0.804444444,4.021934523,6.223589983,0,6.704524917,2.8125,28.47761188,1.197950189,0,0
54,PI60,*/C=C\CCCC*,1.495,-53.95557295,0.263602776,1,5.134125,232.52,342.639375,49.80126667,111.8326667,6.65,0.800542636,2.673467888,2,12.55555556,2.530060457,0.666666667,0,-3,2.614369446,3.725480557,16.23959218,1.121884414,26.18620207,0,3.9924178,2.844117832,0,2.033333333,-0.444444444,-0.222222222,0,0,*/C=C\CCCC*,5.78,12.011,10,-39.62962963,-2.62962963,6.024691358,-1.320987654,2.235908667,6.233048047,0,6.8205398,7.2,23.62983178,0.681727654,0,0
55,PI61,*C(C*)CCCCCCCCCCCCC,1.461,-22.64195559,0.349106811,0.133333333,4.675666667,218.51,327.832,48.63455556,109.7384444,0.29,0.126074074,3.503465023,2,12.12765957,2.938073709,1,0,-8.5,1.464668259,2.976004822,10.71534214,1.781502279,97.3181555,0,4.019421176,5.424008674,0,2.111111111,0.536441829,-0.059755545,0,0,*C(C*)CCCCCCCCCCCCC,2.64,12.011,30,-115.9049344,-2.69443187,5.608872793,-1.287832604,3.025723911,6.207115492,0,6.732850033,13.93777778,48.29068506,2.654047201,0,0
56,PI62,*C(CC)C(CC)*,1.46,16.94044315,0.250042719,0.333333333,4.675666667,218.51,327.4477778,49.052,109.9294444,0.155555556,0.142222222,2.595082264,2.1,11.4,3.292478156,1,0,-4,1.770950594,2.646439345,12.4156203,0.563211218,39.53076089,0,4.726481481,2.796829697,0,2.111111111,2.51,-3.95,0,0,*C(CC)C(CC)*,2.67,12.011,12,-51.04,2.32,5.64,-1.417777778,3.115074159,6.188167549,0,6.704524917,2.8125,26.57278236,0.962661709,0,0
57,PI63,*C(C*)CCCCCCCCCCC,1.459,-17.20471352,0.329033378,0.153846154,4.675666667,218.51,327.7876923,48.65238462,109.7420513,0.29,0.126837607,3.35638322,2,12.04878049,2.924117842,1,0,-7.5,1.517778502,3.15597487,11.09192824,2.570669621,84.47651225,0,4.016887149,4.963330236,0,2.102564103,0.533610946,-0.069006544,0,0,*C(C*)CCCCCCCCCCC,2.63,12.011,26,-99.78584176,-3.160023795,5.61451517,-1.279305664,3.02572002,6.204242407,0,6.730928843,11.92899408,53.38714008,1.9574046,0,0
58,PI64,*C(C*)CCCCCCCCC,1.462,-22.01957176,0.296879704,0.181818182,4.675666667,218.51,327.7272727,48.67669697,109.7469697,0.29,0.127878788,3.182386986,2,11.94285714,2.909383845,1,0,-6.5,1.583354571,3.364299088,11.55076075,2.294129282,71.63486901,0,4.013981662,4.459950618,0,2.090909091,0.529795918,-0.081632653,0,0,*C(C*)CCCCCCCCC,2.61,12.011,22,-83.85795918,-3.813877551,5.62122449,-1.270575139,3.025716148,6.200875423,0,6.727916034,9.917355372,48.5304484,2.144326109,0,0
59,PI65,*C(C*)C1CC(CCC1)C,1.457,120.9136305,0.212366103,0.22583501,4.96908,218.51,320.2676923,50.33975926,109.9616667,0.29,0.132740741,3.087464441,2.444444444,12.59259259,2.327280015,1,0,-6,1.940072687,4.060262039,15.03938555,1.389048493,45.95158251,0,4.19295446,3.76217742,0,2.703703704,2.555555556,-3.794238683,0.083333333,0,*C(C*)C1CC(CCC1)C,2.62,12.011,16,-23.48148148,-15.30041152,5.871056241,-0.43484225,3.117498639,6.22695876,0,6.796581,2.5,29.66791669,1.588583852,0,0
60,PI66,*C(C*)C1CCC(CC1)C,1.454,118.4458728,0.229479225,0.22583501,4.96908,218.51,320.2676923,50.33975926,109.9616667,0.29,0.132740741,3.095000337,2.444444444,12.59259259,2.267647077,1,0,-6,1.940072687,3.467669447,15.03938555,1.087670269,45.95158251,0,4.166866497,3.759445716,0,2.685185185,2.555555556,-4.794238683,0.083333333,0,*C(C*)C1CCC(CC1)C,2.65,12.011,16,-23.48148148,37.47736626,5.871056241,-0.43484225,3.116924232,6.226281066,0,6.796581,2.5,30.6720262,1.656389336,0,0
61,PI67,*C(C*)C1CC=CCC1,1.478,95.08593779,0.196699201,0.259334566,5.4092,218.51,329.4604762,51.53297619,111.5569048,6.65,0.552206349,2.963010154,2.545454545,13.63636364,2.239538806,0.75,0,-4.5,2.585827939,4.004886164,18.13155068,0.850743546,32.60702369,0,1.706851852,3.525428279,0,2.738095238,1.272727273,-3.925619835,0.102062073,0,*C(C*)C1CC=CCC1,2.64,12.011,12,-34.33057851,19.73553719,6.198347107,-0.817394726,3.116828624,6.259000726,0,6.855065628,2.285714286,27.43163131,1.151642003,0,0
62,PI68,*C(=CCC*)CCCCCCC,1.472,-32.43488935,0.278102134,0.355196638,4.912290323,232.52,335.8325806,49.19931667,110.7436667,6.65,0.489699346,3.146439277,2.060606061,12.60606061,3.025237951,0.818181818,0,-5.5,2.186204325,4.127283134,15.85889944,2.147724268,58.79322576,0,3.864424761,4.439181366,0,2.133333333,0.888888889,0.111111111,0,0,*C(=CCC*)CCCCCCC,5.08,12.011,20,-76.90082645,-4.859504132,5.814508724,-1.281680441,3.053924457,6.252734865,0,6.787022594,9.917355372,41.82155532,1.708036727,0,0
63,PI69,*C(=CCC*)C(C)C,1.495,-8.052735124,0.235767575,0.562428527,5.061736842,232.52,340.7036842,49.93441667,111.4011111,6.65,0.72553288,2.705838311,2.19047619,12.57142857,3.155280084,0.714285714,0,-3.5,2.484996099,3.368042423,17.14486503,0.712626018,27.19203322,0,6.198918178,3.25317785,0,2.222222222,1.888888889,-1.888888889,0,0,*C(=CCC*)C(C)C,4.4,12.011,12,-19.67346939,-20.89795918,5.959183673,-0.546485261,3.127941111,6.257926018,0,6.810697967,4.5,24.93091201,1.098874237,0,0
64,PI70,*/C=C\CCC*,1.514,-63.11676253,0.244482147,1,5.239923077,232.52,345.99,50.12191667,112.3620833,6.65,0.980392157,2.513669746,2,12.53333333,2.447472888,0.6,0,-2.5,2.739572262,3.506890596,16.56557515,0.867350505,19.76538045,0,3.972222222,2.464699677,0,2,-0.444444444,-0.222222222,0,0,*/C=C\CCC*,5.2,12.011,8,-31.90666667,-12.45333333,6.115555556,-1.329444444,2.235270026,6.232291213,0,6.833205916,6,22.96068907,0.704974524,0,0
65,PI71,*C(C*)CCC(C)(C)C,1.452,54.11983766,0.249457925,0.25,4.675666667,218.51,327.58,49.37445833,109.7270833,0.29,0.120416667,2.877484434,2.230769231,11.69230769,3.355508118,1,0,-5,1.902174814,3.189508468,14.68536883,1.490417429,46.95741367,0.598958333,8.779696712,3.458901761,0,2.4375,0.520710059,1.887573964,0,0,*C(C*)CCC(C)(C)C,2.64,12.011,16,14.37869822,-15.49112426,5.633136095,0.299556213,4.017030706,6.226711914,0,6.718790131,7,29.67574817,1.474948493,0,0
66,PI72,*C1C(CC1)*,1.488,70.43427432,0.236871624,1,5.4092,218.51,306.3063636,53.6515,105.5091667,0.155555556,0.155555556,2.341896018,2.833333333,12.5,2.201597167,1,0,-3.5,1.79248125,2.251629167,10.8533282,0.473321595,25.68328649,0,0,2.152957132,0,2.545454545,0,0,0.166666667,0,*C1C(CC1)*,2.55,12.011,6,-61.5,0,6.25,-2.795454545,3.115888201,6.202034467,0,6.849661532,0.592592593,22.87569375,0.495588037,0,0
67,PI73,*/C=C\*,1.633,47.99965734,0.573236329,1,6.5095,393.86,437.195,55.70566667,129.7366667,6.65,6.65,1.946497979,2,12.33333333,1.974744871,0,0,-1,1.584962501,1.584962501,6.878208932,0.14745484,0,0,4.722222222,0.857303546,0,1.666666667,-0.444444444,0.444444444,0,0,*/C=C\*,2.47,12.011,2,-20.66666667,0,6.888888889,-3.444444444,2.21018947,6.201986942,0,6.878208932,4,7.726350649,-0.083711879,0,0
68,PI74,*/C=C\CCCCC*,1.487,-52.50935917,0.271936281,1,5.061736842,232.52,340.3468421,49.5875,111.4797222,6.65,0.682948718,2.823595516,2,12.57142857,2.595082707,0.714285714,0,-3.5,2.488785592,3.916126947,15.70525498,1.17381349,32.60702369,0,4.005243056,3.177907477,0,2.055555556,-0.444444444,-0.222222222,0,0,*/C=C\CCCCC*,7.69,12.011,12,-47.53061224,-2.204081633,5.959183673,-1.320294785,2.236253527,6.233449991,0,6.810697967,8,27.69249728,0.790590922,0,0
69,PI75,*C1CC(CC1)C=C*,1.53,79.62493864,0.309193929,1,5.538647059,232.52,330.4038889,52.02705556,111.7647222,6.65,0.560928962,2.761769989,2.631578947,13.78947368,2.142865718,0.714285714,0,-4,2.629249224,3.93213804,16.66595564,0.478814194,25.68328649,0,2.461018519,3.374549523,0,2.861111111,0.157894737,-5.096952909,0.201184464,0,*C1CC(CC1)C=C*,5.38,12.011,10,-36.40166205,-10.2465374,6.299168975,-1.011157279,3.039555617,6.246710433,0,6.865952416,2,28.15562368,0.674071948,0,0
70,PI76,*/C=C/C(C*)C(CC)C,1.476,22.22294336,0.237962753,0.490836509,5.009090909,232.52,338.6795455,49.91919048,111.1911905,6.65,0.577941712,2.82548842,2.166666667,12.58333333,3.563688423,0.75,0,-4,2.625814584,4.022055209,18.16088172,1.561275898,27.19203322,0,8.728371126,3.482194407,0,2.404761905,3.555555556,-6.222222222,0,0,*/C=C/C(C*)C(CC)C,4.98,12.011,14,-5.541666667,17.33333333,5.909722222,-0.131944444,3.116931898,6.246089631,0,6.802894788,3.702479339,24.33623338,0.754923186,0,0
71,PI77,*C(=CCC*)CCC,1.506,-26.62783962,0.257522564,0.562428527,5.061736842,232.52,340.7036842,49.65308333,111.4294444,6.65,0.760498866,2.728363751,2.095238095,12.57142857,2.954822573,0.714285714,0,-3.5,2.484996099,3.784941827,17.14486503,0.916446018,33.10993927,0,3.849930556,3.229743729,0,2.111111111,0.888888889,-0.888888889,0,0,*C(=CCC*)CCC,4.87,12.011,12,-44.67346939,-8.326530612,5.959183673,-1.240929705,3.053914399,6.252024834,0,6.810697967,5.87755102,29.59861364,0.962478066,0,0
72,PI78,*C=CCCCCCCCCCC*,1.475,-54.77131394,0.357300526,1,4.891411765,232.52,334.9526471,49.10166667,110.6775758,6.65,0.422302405,3.474154688,2,12.61111111,2.784765531,0.833333333,0,-6,2.046631615,3.530493057,13.39971713,2.352872908,64.71113181,0,4.033759605,4.423665486,0,2.106060606,-0.444444444,-0.222222222,0,0,*C=CCCCCCCCCCC*,12.48,12.011,22,-88.12962963,-1.212962963,5.793209877,-1.335297419,2.2371563,6.234448483,0,6.783325456,13.09090909,46.00755284,1.962814005,0,0
73,PI79,*C1(CCCCC1)C*,1.471,100.8047312,0.209508397,1,5.061736842,218.51,317.955,50.82533333,110.195,0.29,0.138333333,2.810749052,2.571428571,12.57142857,2.365811901,1,0,-5,1.695689305,2.987090042,11.41024978,1.504266101,44.94575136,0,1.743055556,3.23603456,0,2.714285714,1.428571429,-4.265306122,0.088388348,0,*C1(CCCCC1)C*,2.75,12.011,12,-36.85714286,33.3877551,5.959183673,-0.87755102,4.018945812,6.214395154,0,6.810697967,1.704142012,31.08211089,1.759376758,0,0
74,PI80,*C=CC(CCCCC*)C,1.479,-24.02661523,0.264312063,0.887082495,4.96908,232.52,337.4124,49.53129167,111.0172917,6.65,0.519,2.95733873,2.074074074,12.59259259,2.972577653,0.777777778,0,-4.5,2.410333098,4.060262039,16.25377841,1.905793565,39.53076089,0,6.380347222,3.888332848,0,2.208333333,0.555555556,-1.888888889,0,0,*C=CC(CCCCC*)C,7.05,12.011,16,-38.6255144,18.33333333,5.871056241,-0.804698217,3.026072076,6.243469348,0,6.796581,7.901234568,32.14008371,0.926847275,0,0
75,PI81,*/C(=C\CC*)C(C)(C)C,1.502,54.39453848,0.230866797,0.490836509,5.009090909,232.52,338.9877273,50.21654762,111.1238095,6.65,0.594444444,2.759014576,2.333333333,12.58333333,3.518425799,0.75,0,-4,2.382437341,3.031453646,16.65255632,0.893932011,34.11577042,0.509097222,8.571363379,3.690760487,0,2.476190476,2.888888889,-2.555555556,0,0,*/C(=C\CC*)C(C)(C)C,4.32,12.011,14,22.375,-28.35416667,5.909722222,0.532738095,4.022093563,6.266893352,0,6.802894788,4.48,27.44403158,1.11959999,0,0
76,PI82,*C(C*)c1ccccc1,1.575,104.8820015,0.203029804,0.269393241,6.5095,218.51,357.4082353,55.399,115.811,3.625,1.870833333,2.963010154,2.888888889,16.44444444,2.239538806,0.25,1.622685185,0.5,2.504693421,3.794653474,15.46484405,0.478223572,13.34455882,1.622685185,1.587314815,3.525428279,0,3.033333333,1.222222222,-2.777777778,0.102062073,0,*C(C*)c1ccccc1,2.73,12.011,8,-13.07407407,-5.481481481,6.765432099,-0.435802469,3.129032819,6.310771526,0,6.769446042,2.285714286,19.62342518,0.299973991,0,0
77,PI83,*C(C*)c1c(cccc1)C,1.564,126.1525725,0.23889195,0.237414333,6.219947368,218.51,352.915,54.29163889,114.7294444,3.625,1.662962963,3.061992217,2.857142857,15.9047619,2.402033069,0.333333333,3.189861111,0,2.701375756,3.784941827,17.87008702,0.779260617,20.26829602,3.189861111,3.837962963,3.77329272,0,3.083333333,3.904761905,-6.857142857,0.083333333,0,*C(C*)c1c(cccc1)C,2.69,12.011,10,13.70068027,-33.9047619,6.616780045,0.380574452,3.201659101,6.318541819,0,6.80613918,2.214532872,19.05298614,0.676477386,0,0
78,PI84,*C(C*)c1c(cccc1)CC,1.546,95.53095405,0.223756212,0.212222054,6.009363636,218.51,349.6808696,53.46288095,114.0104762,3.625,1.452010582,3.152104154,2.75,15.5,2.459090711,0.4,3.312546296,-0.5,2.751629167,3.970175521,18.90806468,0.55717385,26.68911765,3.312546296,3.865871126,4.026685423,0,2.976190476,5,-5.25,0.083333333,0,*C(C*)c1c(cccc1)CC,2.65,12.011,12,5,-94,6.5,0.119047619,3.202745538,6.318416434,0,6.824960937,2.493074792,20.67114971,0.772782445,0,0
79,PI85,*C(C*)c1c(cccc1)COC,1.536,92.47566377,0.19732083,0.189313183,6.443695652,218.51,349.1525,56.04062791,113.9395349,3.625,1.531138889,3.223456638,2.8,17.44,2.452281855,0.4,3.017962963,-1.5,2.88385619,4.05366069,21.43506826,0.36274905,19.95144079,3.017962963,2.33289777,4.316052488,0,3.069767442,4.92,-3.9008,0.083333333,0,*C(C*)c1c(cccc1)COC,2.62,15.999,12,-13.08,-71.72,7.2,-0.304186047,3.202764003,8.011019541,0,9.835288669,3,20.76238325,0.482766078,4.736862954,0
80,PI86,*C(C*)c1c(cccc1)COCC,1.538,75.67762691,0.211823768,0.172942989,6.239692308,218.51,346.8155556,55.22726531,113.3046939,3.625,1.365429952,3.274367433,2.714285714,16.92857143,2.4105151,0.454545455,3.04662037,-2,2.906666317,4.208966083,22.08027745,0.157435537,26.87517799,3.04662037,5.243740473,4.663326442,0,2.918367347,5,-2.25,0.083333333,0,*C(C*)c1c(cccc1)COCC,2.65,15.999,14,-11.42857143,-34.75510204,7.051020408,-0.233236152,3.202768578,8.010001094,0,9.611208792,3.591836735,25.24489255,0.8175601,4.736862954,0
81,PI87,*C(C*)c1c(cccc1)COCCC,1.528,83.9829817,0.22997739,0.15917858,6.077896552,218.51,344.946,54.49541818,112.9130909,3.625,1.218977208,3.30828476,2.64516129,16.51612903,2.352433616,0.5,3.064447279,-2.5,2.9213076,4.349199939,22.63496713,0.637395477,33.29599961,3.064447279,5.426312752,5.075353978,0,2.836363636,5.064516129,-0.773152966,0.083333333,0,*C(C*)c1c(cccc1)COCCC,2.62,15.999,16,-19.8074922,-60.46514048,6.926118626,-0.360136222,3.202772522,8.009999006,0,9.419415236,4.165289256,36.12037827,0.827469412,4.736862954,0
82,PI88,*C(C*)c1c(cccc1)COC(C)C,1.52,83.26266178,0.220707828,0.15917858,6.077896552,218.51,344.946,54.77234545,112.8238182,3.625,1.232149573,3.36485285,2.709677419,16.51612903,2.421105552,0.5,3.041111111,-2.5,2.856791471,4.066784213,21.86006391,0.335991292,39.90288157,3.041111111,6.548914714,4.802282066,0,2.909090909,5.064516129,-0.740894901,0.083333333,0,*C(C*)c1c(cccc1)COC(C)C,2.68,15.999,16,15.1925078,1.397502601,6.926118626,0.276227415,3.202805717,8.010022441,0,9.419415236,4.165289256,34.42564861,0.671680655,4.736862954,0
83,PI89,*C(C*)c1c(cccc1)COCCCC,1.529,59.12921748,0.220379086,0.147443645,5.9464375,218.51,343.4163636,53.90754098,112.5985246,3.625,1.105404853,3.329839649,2.588235294,16.17647059,2.289092631,0.538461538,3.076529195,-3,2.872669638,4.477024974,22.41610475,0.582119316,39.71682123,3.076529195,5.505299951,5.546276416,0,2.770491803,5.117647059,-0.39100346,0.083333333,0,*C(C*)c1c(cccc1)COCCCC,2.64,15.999,18,-28.20069204,-50.80622837,6.820069204,-0.462306427,3.202776424,8.009999664,0,9.253414002,4.816635161,37.94538315,0.650763825,4.736862954,0
84,PI90,*C(C*)c1c(cccc1)COCCCCC,1.516,39.4319474,0.238571654,0.137320153,5.837514286,218.51,342.1416667,53.42495522,112.3402985,3.625,1.013127315,3.343099604,2.540540541,15.89189189,2.226530948,0.571428571,3.085222217,-3.5,2.810672622,4.594456406,22.01519167,1.616570355,46.13764286,3.085222217,5.547576448,6.063095648,0,2.71641791,5.162162162,-0.07815924,0.083333333,0,*C(C*)c1c(cccc1)COCCCCC,2.61,15.999,20,-36.59970782,-39.80496713,6.72899927,-0.546264296,3.202780331,8.010000343,0,9.108297717,5.444444444,31.79884634,0.931951774,4.736862954,0
85,PI91,*C(C*)c1c(cccc1)COCCC(C)C,1.519,67.46682173,0.237360118,0.137320153,5.837514286,218.51,342.1416667,53.57743284,112.3326866,3.625,1.010627315,3.371727686,2.594594595,15.89189189,2.273663055,0.571428571,3.072549131,-3.5,2.885129041,4.357837825,22.90948772,0.796034658,40.21973681,3.072549131,7.774937609,5.679589441,0,2.805970149,5.162162162,-0.07815924,0.083333333,0,*C(C*)c1c(cccc1)COCCC(C)C,2.62,15.999,20,-11.59970782,-41.69685902,6.72899927,-0.173129967,3.202804207,8.010000371,0,9.108297717,5.444444444,43.58327545,1.086173491,4.736862954,0
86,PI92,*C(C*)c1c(cccc1)COCc1ccccc1,1.59,79.70704357,0.204719244,0.125089158,6.797060606,218.51,357.2594286,57.0642459,115.7578689,3.625,1.987940741,3.612902525,3.028571429,18.74285714,1.695749424,0.25,4.257196528,1,2.687425246,4.24015686,19.37567532,0.570356509,26.55832275,4.257196528,2.993480045,5.773070431,0,3.278688525,3.76,-6.2,0.185395406,0,*C(C*)c1c(cccc1)COCc1ccccc1,2.6,15.999,16,-34.79591837,-44.26530612,6.987755102,-0.570424891,3.202835891,8.010002765,0,9.065644816,4.795005203,36.77929261,0.212385657,4.736862954,0
87,PI93,*C(C*)c1c(cccc1)COCCc1ccccc1,1.579,68.90721438,0.206285623,0.117726033,6.620277778,218.51,354.9589474,56.29422388,115.2304478,3.625,1.834446689,3.532975888,2.947368421,18.26315789,1.630775137,0.294117647,4.388581034,0.5,2.817852183,4.481627106,20.88017812,0.662064235,26.37226241,4.388581034,3.124871613,6.251625074,0,3.179104478,3.966759003,-6.423822715,0.185395406,0,*C(C*)c1c(cccc1)COCCc1ccccc1,2.64,15.999,18,-41.27423823,-13.45429363,6.916897507,-0.616033406,3.202838959,8.01000273,0,8.959807102,5.37890625,36.2558202,0.536443903,4.736862954,0
88,PI94,*C(C*)c1c(cccc1)C(=O)NC,1.542,130.0747969,0.192915175,0.174047885,7.008869565,218.51,370.0208333,58.18690476,115.335,3.625,1.658790323,3.343438279,3,19.36,2.581240044,0.3,2.205462963,-0.75,3.30346519,4.29366069,25.1528936,0.039691244,13.34455882,2.205462963,1.410721844,4.450965411,1,3.238095238,5.64,-3.32,0.083333333,5.316788604,*C(C*)c1c(cccc1)C(=O)NC,2.69,15.999,11,24.7312,-125.08,7.5264,0.588838095,3.221146198,8.022013324,1,12.45012928,2.994328922,18.19069637,0.524266371,4.794537184,5.316788604
89,PI95,*C(C*)c1c(cccc1)C(=O)N(C)C,1.521,159.0994759,0.186909259,0.160114123,6.739653846,218.51,360.9155556,57.92045833,114.5247917,3.625,1.512426471,3.457105068,2.964285714,18.64285714,2.644241304,0.363636364,2.258101852,-1.5,3.074164743,4.039148672,24.48093038,0.706208929,13.34455882,2.258101852,1.414406652,4.602582823,1,3.229166667,7.321428571,-2.392857143,0.083333333,0,*C(C*)c1c(cccc1)C(=O)N(C)C,2.71,15.999,13,46.33673469,-133.4285714,7.37244898,0.965348639,3.226855273,8.022016081,0,12.03012441,3.2256,18.89451187,0.610878833,4.794537184,4.899909731
